FEN,Average Error,Event,Move,Best Move,Player,To Move,White,Black,Round,Result,WhiteElo,BlackElo,Opening,File
rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,0.7842307692307693,FIDE World Championship Match 1969,g1f3,e2e4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 4,1.1775862068965517,FIDE World Championship Match 1969,d2d4,c4d5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,2.589705882352941,FIDE World Championship Match 1969,f6d5,c5d4,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbq1rk1/pp3ppp/4p3/8/2BPP3/5N2/P2Q1PPP/R3K2R b KQ - 2 11,1.857241379310345,FIDE World Championship Match 1969,b8c6,b8d7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/pp3ppp/2n1p3/8/2BPP3/5N2/P2Q1PPP/R4RK1 b - - 4 12,2.068484848484849,FIDE World Championship Match 1969,b7b6,d8f6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/p4ppp/1pn1p3/8/2BPP3/5N2/P2Q1PPP/R4RK1 w - - 0 13,1.3828571428571432,FIDE World Championship Match 1969,a1d1,f1e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/p4ppp/1pn1p3/8/2BPP3/5N2/P2Q1PPP/3R1RK1 b - - 1 13,2.4737500000000003,FIDE World Championship Match 1969,c8b7,h7h6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pb3ppp/1pn1p3/8/2BPP3/5N2/P2Q1PPP/3RR1K1 b - - 3 14,2.5214705882352937,FIDE World Championship Match 1969,a8c8,c6a5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rq1rk1/pb3ppp/1pn1p3/3P4/2B1P3/5N2/P2Q1PPP/3RR1K1 b - - 0 15,4.267878787878787,FIDE World Championship Match 1969,e6d5,c6a5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rq1rk1/pb3ppp/1pn5/3p4/2B1P3/5N2/P2Q1PPP/3RR1K1 w - - 0 16,3.5378048780487807,FIDE World Championship Match 1969,c4d5,e4d5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r2rk1/pbq2ppp/1p6/n2B4/4PQ2/5N2/P4PPP/3RR1K1 w - - 3 18,3.673720930232558,FIDE World Championship Match 1969,f4f5,f4g4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r2rk1/pbq2ppp/1p6/n2B1Q2/4P3/5N2/P4PPP/3RR1K1 b - - 4 18,17.859428571428566,FIDE World Championship Match 1969,b7d5,h7h6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r2rk1/p4ppp/1p6/n2P1Q2/8/5N2/P1q2PPP/3RR1K1 w - - 1 20,3.6575000000000006,FIDE World Championship Match 1969,f5f4,f5e5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r2rk1/p4ppp/1p1P4/n7/5Q2/5N2/q4PPP/3RR1K1 b - - 0 21,4.091794871794872,FIDE World Championship Match 1969,c8d8,a2c4,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p2P1ppp/1p6/n7/5Q2/5N2/q4PPP/3RR1K1 b - - 0 22,10.235937499999999,FIDE World Championship Match 1969,a2c4,f7f6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p2P1ppp/1p6/n4Q2/2q5/5N2/5PPP/3RR1K1 b - - 2 23,9.5905,FIDE World Championship Match 1969,h7h6,c4c5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p2P1pp1/1p5p/n4Q2/2q5/5N2/5PPP/3RR1K1 w - - 0 24,2.3111111111111113,FIDE World Championship Match 1969,d1c1,f3e5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p2P1pp1/1p5p/n4Q2/2q5/5N2/5PPP/2R1R1K1 b - - 1 24,15.048205128205131,FIDE World Championship Match 1969,c4a6,c4a4,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p1RP1pp1/qp5p/n4Q2/8/5N2/5PPP/4R1K1 b - - 3 25,17.585652173913044,FIDE World Championship Match 1969,b6b5,a5b3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p1RP1pp1/q6p/np3Q2/8/5N2/5PPP/4R1K1 w - - 0 26,1.8619999999999997,FIDE World Championship Match 1969,f3d4,e1e8,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1rk1/p1RP1pp1/q6p/np3Q2/3N4/8/5PPP/4R1K1 b - - 1 26,20.027083333333334,FIDE World Championship Match 1969,a6b6,a6d6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2Rr1rk1/p2P1pp1/1q5p/np3Q2/3N4/8/5PPP/4R1K1 b - - 3 27,23.53269230769231,FIDE World Championship Match 1969,a5b7,b5b4,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.33449999999999996,FIDE World Championship Match 1969,c2c4,g1f3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0.5515000000000001,FIDE World Championship Match 1969,e7e6,e7e5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,0.3645454545454545,FIDE World Championship Match 1969,d2d4,g2g3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,1.3213333333333332,FIDE World Championship Match 1969,d7d5,g8f6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,1.3920588235294113,FIDE World Championship Match 1969,f8e7,c7c5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,0.7400000000000001,FIDE World Championship Match 1969,c1g5,c1f4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqk2r/ppp1bpp1/4pn1p/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,3.7661538461538475,FIDE World Championship Match 1969,g5h4,g5f6,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqk2r/ppp1bpp1/4pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,1.131764705882353,FIDE World Championship Match 1969,e8g8,d5c4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R w KQ - 2 7,1.2129411764705882,FIDE World Championship Match 1969,a1c1,e2e3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N2N2/PP2PPPP/2RQKB1R b K - 3 7,1.0022580645161292,FIDE World Championship Match 1969,f6e4,c7c5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N2N2/PP2PPPP/2RQKB1R w K - 0 9,0.9910000000000003,FIDE World Championship Match 1969,e2e3,g2g3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnb2rk1/pp2qpp1/2p1p2p/3p4/2PPn3/2N1PN2/PPQ2PPP/2R1KB1R b K - 1 10,2.087631578947369,FIDE World Championship Match 1969,e4c3,b8d7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1b2rk1/pp1nqpp1/2p1p2p/3p4/2PP4/2Q1PN2/PP3PPP/2R1KB1R w K - 1 12,0.6654545454545457,FIDE World Championship Match 1969,a2a3,f1e2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1b2rk1/pp1nqpp1/2p1p2p/8/2pP4/P1Q1PN2/1P3PPP/2R1KB1R w K - 0 13,2.3384374999999995,FIDE World Championship Match 1969,f1c4,c3c4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r4rk1/pb1nqpp1/1pp1p2p/8/2BP4/P1Q1PN2/1P3PPP/2R2RK1 w - - 2 15,1.0997297297297297,FIDE World Championship Match 1969,f1d1,c4e2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r4rk1/pb1nqpp1/1pp1p2p/8/2BP4/P1Q1PN2/1P3PPP/2RR2K1 b - - 3 15,1.6368571428571426,FIDE World Championship Match 1969,f8d8,c6c5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2r2k1/pb1nqpp1/1pp1p2p/8/3P4/P1Q1PN2/1P2BPPP/2RR2K1 b - - 5 16,1.7602857142857142,FIDE World Championship Match 1969,a8c8,c6c5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pbrnqpp1/1pp1p2p/8/1P1P4/P1Q1PN2/4BPPP/2RR2K1 w - - 1 18,0.7697297297297299,FIDE World Championship Match 1969,c1c2,c3a1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pbrnqpp1/1pp1p2p/8/1P1P4/P1Q1PN2/2R1BPPP/3R2K1 b - - 2 18,1.5854285714285714,FIDE World Championship Match 1969,d8a8,c6c5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r5k1/1brnqpp1/1pp1p2p/p7/1P1P4/P1Q1P3/2RNBPPP/3R2K1 w - - 0 20,0.7673809523809525,FIDE World Championship Match 1969,e2f3,e3e4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r5k1/1brnqpp1/1pp1p2p/p7/1P1P4/P1Q1PB2/2RN1PPP/3R2K1 b - - 1 20,1.5081081081081085,FIDE World Championship Match 1969,a8a7,a5b4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/rbrnqpp1/1pp1p2p/p7/1P1P4/P1Q1PB2/2RN1PPP/3R2K1 w - - 2 21,0.7532432432432432,FIDE World Championship Match 1969,d1b1,d1c1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/rbrnqpp1/1pp1p2p/8/1P1P4/2Q1PB2/2RN1PPP/1R4K1 b - - 0 22,1.8058333333333332,FIDE World Championship Match 1969,e7f8,b7a6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5qk1/rbrn1pp1/1pp1p2p/8/1P1P4/2Q1PB1P/2RN1PP1/1R4K1 b - - 0 23,2.035294117647059,FIDE World Championship Match 1969,f8e7,f8a8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/rbrnqpp1/1pp1p2p/8/1P1P4/2Q1PB1P/2RN1PP1/1R4K1 w - - 1 24,1.0276315789473685,FIDE World Championship Match 1969,c2c1,c3b3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1rnqpp1/bpp1p2p/8/1P1P4/2Q1PB1P/3N1PP1/1RR3K1 w - - 3 25,1.0557142857142863,FIDE World Championship Match 1969,c3b3,d2e4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1rnqpp1/1pp1p2p/1b6/1P1P4/1Q2PB1P/3N1PP1/1RR3K1 w - - 5 26,1.8671052631578944,FIDE World Championship Match 1969,d2e4,d2c4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1r1qpp1/1pp1pn1p/1b6/1P1PN3/1Q2PB1P/5PP1/1RR3K1 w - - 7 27,2.2876315789473685,FIDE World Championship Match 1969,e4f6,e4c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1r2pp1/1pp1pq1p/1b6/1P1P4/1Q2PB1P/5PP1/1RR3K1 w - - 0 28,2.342857142857143,FIDE World Championship Match 1969,b3b2,b3c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1r2pp1/1pp1pq1p/1b6/1P1P4/4PB1P/1Q3PP1/1RR3K1 b - - 1 28,2.1850000000000005,FIDE World Championship Match 1969,f6e7,f6d8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r1r1qpp1/1pp1p2p/1b6/1P1P4/4PB1P/1Q3PP1/1RR3K1 w - - 2 29,1.5203225806451615,FIDE World Championship Match 1969,b1a1,b2c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/r3qpp1/1pp1p2p/1b6/1P1P4/4PB1P/1Q3PP1/R5K1 w - - 1 31,2.0652941176470594,FIDE World Championship Match 1969,a1a7,a1a3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/q4pp1/1pp1p2p/1b6/1P1P4/4PB1P/1Q3PP1/6K1 w - - 0 32,1.4279166666666672,FIDE World Championship Match 1969,f3e4,g1h2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/q4pp1/1pp1p2p/1b6/1P1PB3/4P2P/1Q3PP1/6K1 b - - 1 32,1.8937037037037039,FIDE World Championship Match 1969,a7e7,a7a4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/4qpp1/1pp1p2p/1b6/1P1PB3/4P2P/1Q3PP1/6K1 w - - 2 33,1.3477777777777775,FIDE World Championship Match 1969,b2a3,b2a2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/4qpp1/1pp1p2p/1b6/1P1PB3/Q3P2P/5PP1/6K1 b - - 3 33,24.174285714285713,FIDE World Championship Match 1969,g7g5,g7g6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/4qp2/1pp1p2p/1b4p1/1P1PB3/Q3P2P/5PP1/6K1 w - - 0 34,1.8703448275862067,FIDE World Championship Match 1969,a3c3,e4f3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/4qp2/1pp1p2p/1b4p1/1P1PB3/2Q1P2P/5PP1/6K1 b - - 1 34,1.991923076923077,FIDE World Championship Match 1969,e7d6,e7a7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/5p2/1ppqp2p/1b4p1/1P1P4/2Q1PB1P/5PP1/6K1 b - - 3 35,2.9009999999999994,FIDE World Championship Match 1969,g8f8,d6e7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/5p2/1ppqp2p/1b4p1/1P1P4/2Q1PB1P/5PP1/6K1 w - - 4 36,1.5635999999999997,FIDE World Championship Match 1969,e3e4,f3e4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
5k2/5p2/1ppqp2p/1b4p1/1P1PP3/2Q2B1P/5PP1/6K1 b - - 0 36,2.6737931034482765,FIDE World Championship Match 1969,f8g7,d6f4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4qpk1/1pp1p2p/1b2P1p1/1P1P4/2Q2B1P/5PP1/6K1 w - - 1 38,1.784230769230769,FIDE World Championship Match 1969,f3e4,f3h5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4qpk1/1pp1p2p/1b2P1p1/1P1PB3/2Q4P/5PP1/6K1 b - - 2 38,2.0716,FIDE World Championship Match 1969,e7d8,e7a7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3q4/5pk1/1pp1p2p/1b2P1p1/1P1PB3/2Q4P/5PP1/6K1 w - - 3 39,2.2209375000000002,FIDE World Championship Match 1969,c3a1,g1h2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3q4/5pk1/1pp1p2p/1b2P1p1/1P1PB3/7P/5PP1/Q5K1 b - - 4 39,2.1149999999999993,FIDE World Championship Match 1969,d8e7,d8d7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4qpk1/1pp1p2p/1b2P1p1/1P1PB3/7P/5PP1/Q5K1 w - - 5 40,2.8916129032258056,FIDE World Championship Match 1969,a1a3,a1c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/4qpk1/1pp1p2p/1b2P1p1/1P1PB3/Q6P/5PP1/6K1 b - - 6 40,2.2636000000000003,FIDE World Championship Match 1969,e7d8,e7d7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
